Час вимірювання (локальний час CairCloud);Чорний вуглець, %;"QC (чорний вуглець)
";"Вихідна напруга (Uвих), мВ
";QC (вихідна напруга);Вхідна напруга (Uвх), мВ;QC (вхідна напруга);"Масова концентрація частинок PM??, мкг/м?
";"QC (PM??)
";"Масова концентрація частинок PM???, мкг/м?
";"QC (PM???)
";"Масова концентрація частинок PM?, мкг/м?
";"QC (PM?)
";"Температура повітря, °C
";"QC (температура повітря)
";"Відносна вологість повітря, %
";"QC (відносна вологість)
";"Оксиди озону та азоту (O?–NO?), ppb
";QC (O?–NO?);"Температура повітря, °C
";"QC (температура повітря)
";"Відносна вологість повітря, %


";"QC (відносна вологість)
";Атмосферний тиск, гПа;"QC (атмосферний тиск)
";"Озон (O?), ppb
";"QC (озон)
";"Діоксид сірки (SO?), ppb
";"QC (діоксид сірки)
";"Діоксид азоту (NO?), ppb
";"QC (діоксид азоту)
";"Оксид вуглецю (CO), ppb
";"QC (оксид вуглецю)
";"Швидкість вітру, м/с
";"QC (швидкість вітру)
";"Напрямок вітру, градуси
";QC (напрямок вітру)
(in display TZ);value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc
25.02.2025 16:45;94.67;A;4213.8;A;4213;A;34.22;A;25.37;A;17.9;A;5.5;A;39.21;A;33;A;0.06;A;50.59;A;1019.2;A;21;A;0;A;12;A;127;A;0;A;103.33;A
25.02.2025 17:00;94.68;A;4213.73;A;4213.33;A;37.77;A;27.79;A;19.31;A;5.37;A;40.36;A;32;A;-0.13;A;52.61;A;1019.25;A;20;A;0;A;12;A;140;A;0;A;133.33;A
25.02.2025 17:15;94.68;A;4213.8;A;4212.93;A;39.76;A;30;A;20.95;A;5.2;A;41.59;A;31;A;-0.37;A;54.42;A;1019.43;A;20;A;0;A;11;A;249;A;0.67;A;133.33;A
25.02.2025 17:30;94.68;A;4213.67;A;4212.53;A;43.92;A;32.48;A;22.48;A;4.98;A;42.87;A;32;A;-0.64;A;56.69;A;1019.49;A;12;A;0;A;20;A;289;A;0.33;A;203.33;A
25.02.2025 17:45;94.69;A;4213.8;A;4213;A;48;A;36.25;A;24.82;A;4.76;A;43.55;A;30;A;-0.83;A;56.71;A;1019.65;A;14;A;0;A;16;A;219;A;0.33;A;190;A
25.02.2025 18:00;94.69;A;4213.73;A;4212.8;A;57.01;A;42.53;A;28.73;A;4.51;A;44.46;A;29;A;-1.08;A;58.78;A;1019.74;A;10;A;0;A;20;A;230;A;0;A;190;A
25.02.2025 18:15;94.67;A;4204.27;A;4201.4;A;52.18;A;40.53;A;28.99;A;4.31;A;43.43;A;32;A;-1.27;A;55.69;A;1020.08;A;14;A;0;A;17;A;231;A;0;A;90;A
25.02.2025 18:30;94.59;A;4212.8;A;4212.4;A;55.69;A;43.58;A;29.62;A;4.1;A;42.63;A;33;A;-1.46;A;55.1;A;1020;A;16;A;0;A;17;A;242;A;0;A;160;A
25.02.2025 18:45;94.63;A;4212.87;A;4212.53;A;56.74;A;42.99;A;29.33;A;3.87;A;42.22;A;33;A;-1.72;A;55.44;A;1019.85;A;16;A;0;A;17;A;229;A;0;A;156.67;A
25.02.2025 19:00;94.65;A;4213.6;A;4212.27;A;60.18;A;46.63;A;32.01;A;3.69;A;42.88;A;32;A;-1.8;A;55.45;A;1019.91;A;12;A;0;A;20;A;280;A;0;A;200;A
25.02.2025 19:15;94.66;A;4213.8;A;4212.6;A;61.21;A;47.29;A;32.28;A;3.49;A;42.88;A;32;A;-1.98;A;56.09;A;1019.91;A;13;A;0;A;19;A;347;A;0;A;140;A
25.02.2025 19:30;94.67;A;4213.8;A;4212.47;A;63.64;A;48.28;A;33.1;A;3.29;A;44.78;A;30;A;-2.39;A;61.73;A;1019.91;A;9;A;0;A;20;A;381;A;0;A;246.67;A
25.02.2025 19:45;94.63;A;4205.6;A;4202.53;A;70.42;A;53.59;A;36.12;A;3.01;A;47.19;A;26;A;-2.73;A;64.15;A;1019.84;A;4;A;1;A;22;A;343;A;0;A;256.67;A
25.02.2025 20:00;94.61;A;4212.87;A;4211.87;A;71.88;A;54.28;A;36.57;A;2.67;A;48.41;A;25;A;-3.13;A;65.45;A;1020.05;A;4;A;1;A;21;A;327;A;0;A;243.33;A
25.02.2025 20:15;94.64;A;4213.53;A;4211.93;A;89.85;A;65.88;A;43.53;A;2.42;A;49.09;A;28;A;-3.36;A;65.93;A;1020.01;A;0;A;1;A;33;A;503;A;0.67;A;333.33;A
25.02.2025 20:30;94.66;A;4213.93;A;4212.4;A;103.77;A;74.49;A;48.96;A;2.13;A;49.57;A;28;A;-3.6;A;67.36;A;1020.02;A;0;A;1;A;37;A;583;A;0;A;203.33;A
25.02.2025 20:45;94.67;A;4213.87;A;4212.53;A;133.57;A;97.2;A;65.91;A;1.87;A;50.66;A;27;A;-3.81;A;69.14;A;1020.07;A;0;A;2;A;37;A;755;A;0.33;A;263.33;A
25.02.2025 21:00;94.67;A;4213.8;A;4212.67;A;137.12;A;100.35;A;67.64;A;1.6;A;51.85;A;26;A;-4.19;A;70.4;A;1020.24;A;0;A;3;A;35;A;876;A;0;A;86.67;A
25.02.2025 21:15;94.68;A;4213.93;A;4212.53;A;161.95;A;119.51;A;79.06;A;1.33;A;52.15;A;28;A;-4.41;A;70.56;A;1020.28;A;0;A;5;A;38;A;1037;A;0.33;A;270;A
25.02.2025 21:30;94.68;A;4214;A;4212.2;A;192.8;A;145.98;A;96.02;A;1.08;A;52.83;A;28;A;-4.63;A;72.06;A;1020.16;A;0;A;5;A;38;A;1101;A;0.67;A;333.33;A
25.02.2025 21:45;94.68;A;4214;A;4212.2;A;227.97;A;171.28;A;113.6;A;0.84;A;53.19;A;27;A;-4.9;A;72.15;A;1020.11;A;0;A;9;A;36;A;1198;A;0;A;163.33;A
25.02.2025 22:00;94.69;A;4214.4;A;4212.47;A;223.18;A;169.87;A;110.66;A;0.58;A;53.9;A;26;A;-5.1;A;73.18;A;1020.11;A;0;A;11;A;35;A;1170;A;0;A;140;A
25.02.2025 22:15;94.69;A;4214.53;A;4212.33;A;252.96;A;189.72;A;123.14;A;0.37;A;54.3;A;26;A;-5.32;A;73.92;A;1019.93;A;0;A;13;A;34;A;1274;A;0;A;203.33;A
25.02.2025 22:30;94.69;A;4214.4;A;4212.6;A;263.41;A;199.57;A;130.6;A;0.17;A;54.48;A;26;A;-5.47;A;73.85;A;1019.96;A;0;A;15;A;34;A;1390;A;0;A;193.33;A
25.02.2025 22:45;94.69;A;4214.6;A;4212.2;A;256.71;A;195.61;A;127.71;A;0.02;A;54.8;A;24;A;-5.74;A;74.31;A;1019.84;A;0;A;16;A;32;A;1364;A;0;A;263.33;A
25.02.2025 23:00;94.68;A;4214.27;A;4212.07;A;270.13;A;200.32;A;131.58;A;0;A;54.52;A;24;A;-5.91;A;74.09;A;1019.96;A;0;A;18;A;32;A;1415;A;0;A;323.33;A
25.02.2025 23:15;94.68;A;4214.67;A;4212.07;A;261.39;A;198.81;A;130.99;A;0;A;55.15;A;23;A;-6.12;A;75.41;A;1020.08;A;0;A;19;A;30;A;1392;A;0;A;246.67;A
25.02.2025 23:30;94.68;A;4214.6;A;4212.07;A;265.54;A;201.45;A;132.4;A;0;A;55.63;A;21;A;-6.26;A;75.67;A;1020.16;A;0;A;21;A;29;A;1389;A;0;A;246.67;A
25.02.2025 23:45;94.68;A;4214.67;A;4212.07;A;284.1;A;217.95;A;140.4;A;0;A;55.53;A;22;A;-6.41;A;75.17;A;1020.05;A;0;A;20;A;30;A;1337;A;0;A;246.67;A
26.02.2025 00:00;94.68;A;4214.73;A;4211.93;A;262.79;A;199.65;A;129.9;A;0;A;55.32;A;23;A;-6.47;A;75.13;A;1020.17;A;0;A;17;A;32;A;1194;A;0;A;293.33;A
26.02.2025 00:15;94.68;A;4214.67;A;4211.93;A;245.68;A;186.63;A;122.21;A;0;A;55.81;A;22;A;-6.47;A;75.42;A;1020.19;A;0;A;16;A;31;A;1100;A;0;A;250;A
26.02.2025 00:30;94.68;A;4214.73;A;4212.07;A;225.53;A;169.61;A;109.65;A;0;A;56.57;A;22;A;-6.36;A;75.78;A;1020.3;A;0;A;13;A;29;A;935;A;0;A;190;A
26.02.2025 00:45;94.68;A;4214.93;A;4212.47;A;225.85;A;170.86;A;111.49;A;0;A;56.23;A;21;A;-6.46;A;75.62;A;1020.31;A;0;A;13;A;30;A;910;A;0;A;133.33;A
26.02.2025 01:00;94.68;A;4214.67;A;4212.27;A;200.95;A;151.53;A;98.97;A;0;A;55.81;A;22;A;-6.65;A;75.47;A;1020.26;A;0;A;13;A;30;A;915;A;0;A;296.67;A
26.02.2025 01:15;94.67;A;4214.73;A;4212.07;A;183.16;A;139.4;A;92.23;A;0;A;55.81;A;22;A;-6.78;A;75.85;A;1020.26;A;0;A;11;A;31;A;930;A;0;A;260;A
26.02.2025 01:30;94.67;A;4214.73;A;4212.07;A;170.75;A;130.67;A;85.94;A;0;A;55.95;A;22;A;-6.99;A;76.4;A;1020.25;A;0;A;10;A;31;A;805;A;0;A;223.33;A
26.02.2025 01:45;94.67;A;4214.67;A;4212.27;A;177.29;A;133.24;A;87.72;A;0;A;56.34;A;21;A;-7.04;A;76.76;A;1020.17;A;0;A;11;A;29;A;816;A;0;A;296.67;A
26.02.2025 02:00;94.56;A;4197.33;A;4193.13;A;184.8;A;140.66;A;93.67;A;0;A;56.7;A;21;A;-7.12;A;77.22;A;1020.23;A;0;A;10;A;29;A;855;A;0;A;290;A
26.02.2025 02:15;94.55;A;4212.87;A;4210.93;A;194.24;A;146.94;A;97.08;A;0;A;57.12;A;20;A;-7.24;A;78.16;A;1020.22;A;0;A;11;A;28;A;874;A;0;A;246.67;A
26.02.2025 02:30;94.59;A;4213.53;A;4211.6;A;218.77;A;164.91;A;107.92;A;0;A;57.34;A;20;A;-7.32;A;77.8;A;1020.41;A;0;A;13;A;27;A;994;A;0;A;236.67;A
26.02.2025 02:45;94.62;A;4213.87;A;4212.2;A;239.4;A;179.45;A;115.53;A;0;A;57.32;A;19;A;-7.46;A;78.38;A;1020.41;A;0;A;14;A;27;A;1046;A;0;A;306.67;A
26.02.2025 03:00;94.63;A;4214.13;A;4212.13;A;195.27;A;150.25;A;99.3;A;0;A;57.7;A;18;A;-7.64;A;78.95;A;1020.38;A;0;A;14;A;25;A;908;A;0;A;173.33;A
26.02.2025 03:15;94.65;A;4214.07;A;4211.87;A;193.44;A;146.32;A;95.07;A;0;A;57.46;A;19;A;-7.81;A;78.33;A;1020.28;A;0;A;13;A;26;A;798;A;0;A;253.33;A
26.02.2025 03:30;94.65;A;4214.33;A;4211.73;A;186.17;A;142.07;A;92.95;A;0;A;57.12;A;20;A;-7.9;A;78.34;A;1020.29;A;0;A;12;A;27;A;756;A;0;A;293.33;A
26.02.2025 03:45;94.66;A;4214.6;A;4212.07;A;162.58;A;121.76;A;80.75;A;0;A;57.53;A;21;A;-8;A;78.72;A;1020.29;A;0;A;10;A;28;A;634;A;0;A;273.33;A
26.02.2025 04:00;94.66;A;4214.6;A;4212;A;156.93;A;116.34;A;76.49;A;0;A;57.71;A;20;A;-8.19;A;79.32;A;1020.28;A;0;A;9;A;28;A;595;A;0;A;213.33;A
26.02.2025 04:15;94.66;A;4214.53;A;4211.8;A;168.95;A;125.25;A;82.53;A;0;A;58.03;A;19;A;-8.24;A;79.68;A;1020.32;A;0;A;9;A;26;A;631;A;0;A;230;A
26.02.2025 04:30;94.66;A;4214.67;A;4211.8;A;181.57;A;136.29;A;88.36;A;0;A;58.07;A;18;A;-8.28;A;79.49;A;1020.21;A;0;A;10;A;26;A;669;A;0;A;240;A
26.02.2025 04:45;94.66;A;4215;A;4212.13;A;199.08;A;147.35;A;95.63;A;0;A;58.21;A;18;A;-8.37;A;79.97;A;1020.21;A;0;A;12;A;24;A;747;A;0;A;183.33;A
26.02.2025 05:00;94.66;A;4214.73;A;4211.8;A;184.35;A;139.03;A;90.53;A;0;A;58.25;A;20;A;-8.43;A;79.77;A;1020.27;A;0;A;10;A;27;A;725;A;0;A;250;A
26.02.2025 05:15;94.66;A;4214.73;A;4211.87;A;199.91;A;148.6;A;95.62;A;0;A;58.17;A;19;A;-8.6;A;79.78;A;1020.2;A;0;A;12;A;26;A;760;A;0;A;210;A
26.02.2025 05:30;94.66;A;4214.73;A;4211.8;A;183.35;A;135.65;A;89.28;A;0;A;58.54;A;19;A;-8.61;A;80.4;A;1020.25;A;0;A;11;A;25;A;695;A;0;A;173.33;A
26.02.2025 05:45;94.66;A;4214.6;A;4211.47;A;183.72;A;136.62;A;88.15;A;0;A;58.11;A;19;A;-8.83;A;79.87;A;1020.14;A;0;A;10;A;26;A;658;A;0;A;173.33;A
26.02.2025 06:00;94.66;A;4214.73;A;4211.47;A;192.05;A;140.71;A;91.85;A;0;A;58.03;A;19;A;-8.98;A;79.8;A;1020.11;A;0;A;11;A;26;A;687;A;0;A;183.33;A
26.02.2025 06:15;94.66;A;4214.73;A;4211.67;A;217.06;A;156.2;A;100.71;A;0;A;57.58;A;19;A;-9.1;A;79.81;A;1020.26;A;0;A;11;A;25;A;765;A;0;A;266.67;A
26.02.2025 06:30;94.66;A;4214.73;A;4211.67;A;202.55;A;150.13;A;97.43;A;0;A;58.13;A;19;A;-9.21;A;80.01;A;1020.3;A;0;A;12;A;26;A;727;A;0;A;243.33;A
26.02.2025 06:45;94.66;A;4215;A;4212;A;197.26;A;144.35;A;92.95;A;0;A;58.27;A;19;A;-9.24;A;79.91;A;1020.38;A;0;A;10;A;26;A;686;A;0;A;246.67;A
26.02.2025 07:00;94.66;A;4214.73;A;4211.53;A;193.59;A;144.97;A;93.93;A;0;A;58.43;A;20;A;-9.13;A;79.71;A;1020.45;A;0;A;11;A;26;A;705;A;0;A;233.33;A
26.02.2025 07:15;94.66;A;4214.67;A;4211.6;A;199.9;A;148.8;A;97.07;A;0;A;58.61;A;20;A;-8.92;A;79.21;A;1020.49;A;0;A;11;A;26;A;769;A;0;A;256.67;A
26.02.2025 07:30;94.65;A;4214.73;A;4211.73;A;202.54;A;150.48;A;98.13;A;0;A;58.43;A;21;A;-8.52;A;78.02;A;1020.61;A;0;A;11;A;27;A;791;A;0;A;286.67;A
26.02.2025 07:45;94.66;A;4214.33;A;4211.67;A;202.31;A;150.46;A;98.38;A;0;A;58.33;A;23;A;-7.72;A;75.84;A;1020.86;A;0;A;8;A;29;A;876;A;0;A;310;A
26.02.2025 08:00;94.66;A;4214.2;A;4211.93;A;190.56;A;143.1;A;94.14;A;0;A;56.83;A;22;A;-6.47;A;71.52;A;1020.72;A;0;A;6;A;29;A;839;A;0.33;A;260;A
26.02.2025 08:15;94.66;A;4213.87;A;4212.07;A;182.97;A;139.89;A;92.93;A;0;A;54.65;A;26;A;-5.67;A;69.54;A;1020.87;A;0;A;8;A;34;A;834;A;0;A;326.67;A
26.02.2025 08:30;94.66;A;4213.8;A;4212.33;A;156.34;A;117.09;A;79.02;A;0.14;A;53.01;A;26;A;-4.25;A;66.13;A;1020.78;A;0;A;6;A;34;A;697;A;0;A;256.67;A
26.02.2025 08:45;94.66;A;4213.87;A;4212.8;A;130.12;A;100.26;A;68.22;A;1.42;A;50.22;A;28;A;-2.77;A;61.55;A;1020.61;A;0;A;4;A;35;A;598;A;0;A;326.67;A
26.02.2025 09:00;94.66;A;4213.87;A;4213.47;A;114.49;A;87.1;A;59.58;A;2.95;A;47.13;A;28;A;-1.54;A;58.04;A;1020.47;A;0;A;5;A;35;A;521;A;0;A;333.33;A
26.02.2025 09:15;94.66;A;4213.73;A;4213.87;A;100.58;A;76;A;51.85;A;4.63;A;44.2;A;29;A;-0.43;A;55.59;A;1020.56;A;0;A;5;A;35;A;475;A;0;A;326.67;A
26.02.2025 09:30;94.61;A;4198;A;4195.6;A;101.18;A;76.37;A;51.9;A;5.79;A;41.92;A;31;A;-0.19;A;55.23;A;1020.55;A;0;A;7;A;35;A;458;A;0;A;320;A
26.02.2025 09:45;94.41;A;4199.47;A;4198.67;A;101.31;A;76.58;A;52.6;A;6.7;A;40.64;A;31;A;1.47;A;52.19;A;1020.48;A;0;A;7;A;36;A;486;A;0;A;190;A
26.02.2025 10:00;94.48;A;4211.2;A;4212.33;A;88.68;A;68.27;A;47.52;A;7.76;A;39.54;A;30;A;1.98;A;51.57;A;1020.45;A;0;A;6;A;31;A;383;A;1.33;A;266.67;A
26.02.2025 10:15;94.55;A;4211.87;A;4213.2;A;76.44;A;57.99;A;40.25;A;8.4;A;38.07;A;30;A;2.31;A;49.95;A;1020.35;A;3;A;5;A;27;A;320;A;0.33;A;133.33;A
26.02.2025 10:30;94.58;A;4212.87;A;4213.53;A;87.83;A;58.7;A;38.99;A;8.94;A;37.05;A;30;A;2.6;A;48.91;A;1020.46;A;6;A;5;A;24;A;341;A;0.33;A;256.67;A
26.02.2025 10:45;94.61;A;4212.87;A;4213.93;A;79.66;A;54.82;A;37.07;A;9.17;A;36.42;A;30;A;2.72;A;49.26;A;1020.44;A;8;A;5;A;22;A;335;A;0;A;180;A
26.02.2025 11:00;94.62;A;4212.87;A;4213.87;A;65.24;A;46.9;A;32.37;A;9.49;A;36.09;A;29;A;3.48;A;47.1;A;1020.57;A;11;A;7;A;18;A;542;A;0.33;A;260;A
26.02.2025 11:15;94.63;A;4212.8;A;4213.53;A;55.31;A;42.05;A;28.86;A;9.75;A;34.82;A;30;A;3.5;A;45.96;A;1020.7;A;15;A;7;A;15;A;610;A;0.33;A;240;A
26.02.2025 11:30;94.64;A;4212.93;A;4213.8;A;56.89;A;43.49;A;30.5;A;9.77;A;34.73;A;30;A;3.58;A;45.06;A;1020.74;A;16;A;5;A;14;A;442;A;0;A;160;A
26.02.2025 11:45;94.64;A;4213.33;A;4213.6;A;60.64;A;45.77;A;31.26;A;9.61;A;34.07;A;32;A;2.99;A;46.22;A;1020.76;A;17;A;6;A;15;A;548;A;0;A;183.33;A
26.02.2025 12:00;94.55;A;4200.27;A;4198.73;A;56.2;A;42.22;A;29.14;A;9.15;A;35.43;A;32;A;2.67;A;48.32;A;1020.83;A;19;A;4;A;13;A;438;A;0;A;66.67;A
26.02.2025 12:15;94.55;A;4212.07;A;4212.53;A;50.83;A;39.33;A;26.51;A;8.67;A;36;A;32;A;2.41;A;48.37;A;1020.88;A;21;A;3;A;11;A;389;A;0;A;83.33;A
26.02.2025 12:30;94.58;A;4212.73;A;4212.8;A;48.31;A;36.82;A;24.86;A;8.29;A;36.98;A;31;A;2.3;A;49.18;A;1020.88;A;22;A;2;A;9;A;297;A;0;A;73.33;A
26.02.2025 12:45;94.61;A;4212.93;A;4213.6;A;42.65;A;33.13;A;22.64;A;8.03;A;37.41;A;32;A;2.21;A;49.38;A;1020.88;A;23;A;1;A;9;A;221;A;0.33;A;160;A
26.02.2025 13:00;94.62;A;4213.27;A;4213.6;A;38.7;A;29.22;A;20.21;A;7.88;A;37.15;A;32;A;2.09;A;47.83;A;1020.77;A;24;A;1;A;7;A;113;A;0;A;193.33;A
26.02.2025 13:15;94.63;A;4213.53;A;4213.13;A;37.95;A;28.44;A;19.96;A;7.73;A;37.51;A;33;A;2.13;A;47.68;A;1020.82;A;25;A;0;A;8;A;98;A;0;A;143.33;A
26.02.2025 13:30;94.61;A;4202.13;A;4199.87;A;43.77;A;30.4;A;20.52;A;7.63;A;37.51;A;32;A;2.01;A;48.01;A;1020.67;A;25;A;0;A;8;A;107;A;0;A;220;A
26.02.2025 13:45;94.49;A;4205.4;A;4204.4;A;41.12;A;29.32;A;19.8;A;7.5;A;37.24;A;33;A;1.88;A;47.64;A;1020.68;A;25;A;0;A;8;A;95;A;0.33;A;253.33;A
26.02.2025 14:00;94.54;A;4212.53;A;4212.47;A;40.84;A;30.08;A;20.36;A;7.44;A;37.97;A;32;A;2.07;A;48.27;A;1020.63;A;24;A;0;A;8;A;89;A;0;A;333.33;A
26.02.2025 14:15;94.58;A;4212.8;A;4212.73;A;40.77;A;28.91;A;19.58;A;7.46;A;37.39;A;33;A;1.97;A;47.1;A;1020.64;A;25;A;0;A;8;A;89;A;0.33;A;273.33;A
26.02.2025 14:30;94.61;A;4212.8;A;4212.93;A;39.97;A;29.11;A;20.18;A;7.45;A;37.3;A;33;A;2.04;A;47.72;A;1020.59;A;24;A;0;A;9;A;101;A;0;A;200;A
26.02.2025 14:45;94.62;A;4213.4;A;4213.33;A;38.45;A;28.02;A;19.27;A;7.47;A;37.53;A;33;A;2.15;A;46.31;A;1020.53;A;25;A;0;A;8;A;80;A;0;A;256.67;A
26.02.2025 15:00;94.62;A;4206.47;A;4205.13;A;36.5;A;27.53;A;18.93;A;7.46;A;37.15;A;33;A;1.99;A;47.14;A;1020.56;A;26;A;0;A;7;A;76;A;0;A;273.33;A
26.02.2025 15:15;94.5;A;4205.47;A;4204.67;A;35.62;A;26.39;A;18.61;A;7.38;A;36.44;A;34;A;1.92;A;45.57;A;1020.57;A;26;A;0;A;7;A;74;A;0;A;273.33;A
26.02.2025 15:30;94.55;A;4212.8;A;4212.33;A;36.33;A;27.49;A;19.05;A;7.37;A;36.66;A;35;A;2.05;A;46.96;A;1020.64;A;27;A;0;A;8;A;90;A;0.33;A;336.67;A
26.02.2025 15:45;94.59;A;4212.8;A;4213.07;A;38.32;A;28.21;A;19.45;A;7.37;A;37.4;A;34;A;2.04;A;47.28;A;1020.71;A;25;A;0;A;9;A;110;A;0;A;190;A
26.02.2025 16:00;94.61;A;4212.87;A;4213.13;A;39.15;A;28.73;A;19.5;A;7.35;A;37.61;A;34;A;1.96;A;46.86;A;1020.77;A;26;A;0;A;8;A;156;A;0;A;153.33;A
26.02.2025 16:15;94.63;A;4213.33;A;4212.6;A;38.22;A;27.86;A;19.23;A;7.31;A;37.67;A;34;A;1.95;A;47.56;A;1020.87;A;25;A;0;A;9;A;148;A;0.33;A;273.33;A
26.02.2025 16:30;94.63;A;4213.73;A;4213.4;A;42.5;A;31.8;A;21.84;A;7.27;A;38.12;A;34;A;1.86;A;48.2;A;1020.88;A;24;A;0;A;10;A;317;A;0;A;143.33;A
26.02.2025 16:45;94.64;A;4214;A;4213.53;A;41.96;A;31.9;A;21.85;A;7.16;A;38.41;A;33;A;1.71;A;49.4;A;1021.01;A;22;A;0;A;11;A;335;A;0;A;93.33;A
26.02.2025 17:00;94.64;A;4213.8;A;4213.4;A;39.73;A;30.59;A;20.93;A;7.04;A;38.62;A;33;A;1.6;A;48.99;A;1021.16;A;21;A;0;A;11;A;302;A;0;A;103.33;A
26.02.2025 17:15;94.65;A;4213.8;A;4213.2;A;34.55;A;26.6;A;18.54;A;6.94;A;38.6;A;33;A;1.43;A;49.37;A;1021.4;A;24;A;0;A;9;A;137;A;0.33;A;133.33;A
26.02.2025 17:30;94.61;A;4200.2;A;4197.2;A;39.17;A;29.23;A;20.04;A;6.75;A;39.24;A;32;A;1.18;A;50.24;A;1021.39;A;22;A;0;A;10;A;156;A;0;A;136.67;A
26.02.2025 17:45;94.4;A;4197.33;A;4195.07;A;42.9;A;32.44;A;22.46;A;6.53;A;39.7;A;32;A;0.88;A;51.4;A;1021.43;A;20;A;0;A;12;A;174;A;0;A;190;A
26.02.2025 18:00;94.47;A;4211.73;A;4211.6;A;50.17;A;36.06;A;24.73;A;6.24;A;40.63;A;30;A;0.55;A;53.35;A;1021.62;A;16;A;0;A;14;A;213;A;0;A;176.67;A
26.02.2025 18:15;94.53;A;4212.67;A;4212.47;A;58.76;A;42.93;A;29.02;A;5.97;A;41.5;A;31;A;0.33;A;54.19;A;1021.66;A;8;A;0;A;24;A;274;A;0;A;226.67;A
26.02.2025 18:30;94.57;A;4212.87;A;4212.2;A;64.73;A;45.96;A;31.78;A;5.69;A;42.66;A;30;A;0.06;A;55.57;A;1021.78;A;2;A;0;A;30;A;327;A;0;A;203.33;A
26.02.2025 18:45;94.6;A;4213.2;A;4212.6;A;72.46;A;50.58;A;34.85;A;5.43;A;43.35;A;31;A;-0.3;A;56.97;A;1021.73;A;0;A;0;A;35;A;398;A;0;A;176.67;A
26.02.2025 19:00;94.62;A;4213.87;A;4213.07;A;86.24;A;62.03;A;42.13;A;5.2;A;43.44;A;32;A;-0.27;A;56.55;A;1021.89;A;0;A;0;A;38;A;455;A;0;A;220;A
26.02.2025 19:15;94.63;A;4213.67;A;4213;A;98.17;A;68.57;A;45.12;A;5.05;A;44.44;A;31;A;-0.52;A;58.64;A;1021.96;A;0;A;1;A;41;A;555;A;0;A;146.67;A
26.02.2025 19:30;94.57;A;4205.4;A;4203;A;98.96;A;69.77;A;47.09;A;4.83;A;46.44;A;28;A;-0.77;A;60.78;A;1022.12;A;1;A;2;A;33;A;517;A;0;A;136.67;A
26.02.2025 19:45;94.58;A;4212.87;A;4212.73;A;63.71;A;48.3;A;33.24;A;4.69;A;44.71;A;29;A;-0.71;A;56.8;A;1022.2;A;12;A;1;A;17;A;249;A;0;A;113.33;A
26.02.2025 20:00;94.61;A;4213.33;A;4212.27;A;52.7;A;39.86;A;27.68;A;4.59;A;43.63;A;32;A;-0.88;A;56.21;A;1022.23;A;19;A;0;A;12;A;166;A;0;A;16.67;A
26.02.2025 20:15;94.62;A;4213.73;A;4213.07;A;57.34;A;43.75;A;30.1;A;4.46;A;43.26;A;32;A;-1.1;A;56.42;A;1022.39;A;21;A;0;A;10;A;178;A;0;A;163.33;A
26.02.2025 20:30;94.63;A;4213.8;A;4212.53;A;67.17;A;48.89;A;33.78;A;4.3;A;43.88;A;31;A;-1.24;A;57.14;A;1022.59;A;18;A;0;A;13;A;282;A;0.33;A;120;A
26.02.2025 20:45;94.64;A;4213.93;A;4213.2;A;65.72;A;46.06;A;30.71;A;4.15;A;43.93;A;31;A;-1.34;A;57.34;A;1022.69;A;17;A;0;A;14;A;346;A;0;A;140;A
26.02.2025 21:00;94.64;A;4213.87;A;4212.73;A;63.02;A;47.04;A;31.31;A;4.04;A;44.45;A;30;A;-1.43;A;57.3;A;1022.73;A;18;A;0;A;12;A;298;A;0;A;263.33;A
26.02.2025 21:15;94.64;A;4213.87;A;4212.73;A;56.01;A;43.21;A;29.58;A;3.93;A;43.99;A;31;A;-1.6;A;57.63;A;1022.8;A;21;A;0;A;10;A;209;A;0;A;273.33;A
26.02.2025 21:30;94.56;A;4202.93;A;4202;A;59.67;A;44.65;A;30.8;A;3.82;A;44.32;A;31;A;-1.65;A;57.36;A;1022.99;A;18;A;0;A;13;A;301;A;0;A;266.67;A
26.02.2025 21:45;94.58;A;4212.8;A;4211.93;A;62.07;A;46.49;A;32.12;A;3.72;A;44.25;A;31;A;-1.69;A;57.63;A;1023.2;A;18;A;0;A;13;A;275;A;0;A;213.33;A
26.02.2025 22:00;94.61;A;4213.53;A;4212.67;A;68.56;A;51.55;A;35.18;A;3.64;A;45.15;A;29;A;-1.82;A;59.64;A;1023.46;A;17;A;0;A;12;A;237;A;0;A;150;A
26.02.2025 22:15;94.62;A;4213.8;A;4212.53;A;69.99;A;53.43;A;36.02;A;3.53;A;46.3;A;28;A;-1.89;A;59.12;A;1023.55;A;15;A;1;A;12;A;249;A;0;A;196.67;A
26.02.2025 22:30;94.63;A;4213.8;A;4212.4;A;63.77;A;48.17;A;32.97;A;3.48;A;44.83;A;31;A;-1.82;A;57.19;A;1023.67;A;21;A;0;A;10;A;287;A;0;A;130;A
26.02.2025 22:45;94.64;A;4213.93;A;4213;A;65.52;A;50.33;A;33.8;A;3.47;A;44.67;A;32;A;-1.88;A;58.39;A;1023.79;A;21;A;0;A;11;A;309;A;0;A;203.33;A
